0,bs3,Sub-Basement
1,bs3,Subtle Bass
2,bs3,Super Sub
3,bs3,The Tunnel
4,bs3,Thickley Dub
5,bs3,Thip Kong
6,bs3,Way Low Down
7,bs3,Wide Chorus
8,bs3,ZuB CoMpLeX
9,bs4,3 O WorM
10,bs4,Acid
11,bs4,Acid 4 Ever
12,bs4,Analogic
13,bs4,Asidic Bass
14,bs4,Bass Hit
15,bs4,Bass ic
16,bs4,Bernie Funk
17,bs4,Big Sync
18,bs4,Bondomatic
19,bs4,Brite Beauty
20,bs4,Brolin's 1st
21,bs4,Buzza
22,bs4,Crystal Meth
23,bs4,CZ1
24,bs4,DB
25,bs4,DB9 1
26,bs4,DB9 2
27,bs4,Deep Pocket
28,bs4,Digi-Punch
29,bs4,Distorto-TB
30,bs4,Examination
31,bs4,FM
32,bs4,FM Sonic
33,bs4,FP Powerbass
34,bs4,HaLLoW !
35,bs4,In the Money
36,bs4,JP4 Bass
37,bs4,Juno
38,bs4,Luke's Best
39,bs4,Memory Moog
40,bs4,Micro
41,bs4,Mini 1
42,bs4,Mini 2
43,bs4,Mini 3
44,bs4,Mini 4
45,bs4,Mini More
46,bs4,Mod da Wheel
47,bs4,Moog 1
48,bs4,Moog 2
49,bs4,Moog Tri
50,bs4,Mr. Clean
51,bs4,Not So Mini
52,bs4,Occitan Root
53,bs4,Octave
54,bs4,Org Gruz
55,bs4,Osc-Kars
56,bs4,PercoOrgana
57,bs4,Plexy
58,bs4,Power Q
59,bs4,PuLs A'ting
60,bs4,Q Attack
61,bs4,Q Bass 1
62,bs4,Q Bass 2
63,bs4,Q Bass 3
64,bs4,Q Bass 4
65,bs4,Q Snap
66,bs4,Reverend JB
67,bs4,Ripped3
68,bs4,Saw Sync
69,bs4,Sawz
70,bs4,SE 1
71,bs4,SE 2
72,bs4,SE One
73,bs4,Shift
74,bs4,Simple 3
75,bs4,Sobered Up
76,bs4,StraytUPjunO
77,bs4,Sync Echo
78,bs4,Synth 1
79,bs4,Synth 2
80,bs4,Synth 3
81,bs4,Synth 4
82,bs4,Synth 5
83,bs4,Synth 6
84,bs4,Synth 7
85,bs4,Synth 8
86,bs4,Synth 9
87,bs4,Synth
88,bs4,TB 1
89,bs4,TB 2
90,bs4,TB 3
91,bs4,TB 4
92,bs4,Thunk
93,bs4,Tight Mo MW
94,bs4,Tres o Tres
95,bs4,Walky Talk2
96,bs5,All Purpose
97,bs5,Buzzed
98,bs5,DX 1
99,bs5,DX 2
100,bs5,DX 3
101,bs5,Feeder
102,bs5,Funkalicous
103,bs5,Home 1
104,bs5,Home 2
105,bs5,Hybrid
106,bs5,Knocker
107,bs5,Mozambique
108,bs5,Mozamdrip
109,bs5,Oh Yea
110,bs5,Organ Bass 1
111,bs5,Organ Bass 2
112,bs5,Perco
113,bs5,Phlappy
114,bs5,Pocket
115,bs5,Pure
116,bs5,Say What
117,bs5,Slider
118,bs5,Smoothy
119,bs5,Soft & Hard
120,bs5,Sonics
121,bs5,Spitt
122,bs5,Spread
123,bs5,Standard
124,bs5,Street
125,bs5,Tapp
126,bs5,Thickener
127,bs5,Ultimate 1
