0,pr4,Thumb Piano
1,pr4,Bass Kalimba
2,pr4,Buzz Kalimba
3,pr4,BamBoo Mrmba
4,pr4,Bootungi
5,pr4,BassBBooMar
6,pr4,BasBuBaliMar
7,pr4,Sweet Mar 1
8,pr4,Sweet Mar 2
9,pr4,Sweet Mar 3
10,pr4,Almglocken 1
11,pr4,Almglocken 2
12,pr4,Almglocken 3
13,pr4,SongBells 1
14,pr4,SongBells 2
15,pr4,SongBells 3
16,pr4,Boo-Bams 1
17,pr4,Boo-Bams 2
18,pr4,Boo-Bams 3
19,pr4,Boo-Bams 4
20,pr4,Metalofon 1
21,pr4,Metalofon 2
22,pr4,Metalofon 3
23,pr4,Metalofon 4
24,pr4,Metalofon 5
25,pr4,Metalofon 6
26,pr4,Metalofon 7
27,pr4,Metalofon 8
28,pr4,Balimba
29,pr4,MetaBalifon
30,pr4,Metalimba 1
31,pr4,Metalimba 2
32,pr4,Bottle 1
33,pr4,Bottle 2
34,pr4,Bottles 1&2
35,pr4,Tungba 1
36,pr4,Tungba 2
37,pr4,Blokba 1
38,pr4,Blokba 2
39,pr4,Sudanklung 1
40,pr4,Sudanklung 2
41,pr4,Agobbi
42,pr4,Pandebal
43,pr4,Steely Pan
44,pr4,Stoli Fan
45,pr4,Thumbam
46,pr4,Kalibam
47,pr4,Ootun ee-ee
48,pr4,Bongarang
49,pr4,Limbafon 1
50,pr4,Limbafon 2
51,pr4,Limbafon 3
52,pr4,Limbafon 4
53,pr4,Dholaglock
54,pr4,Gankofon
55,pr4,Clavepipe
56,pr4,Jaw Stack
57,pr4,Smoochofone
58,pr4,Chamberfone
59,pr4,Steel Combo
60,pr4,Subaopic
61,pr4,Sumantra
62,whs,WorldWhistle
63,whs,Whistle 1
64,whs,Whistle 2
65,whs,Whistle 3
66,whs,Whistle 4
67,whs,Whistle 5
68,arp,Volcanic
69,arp,Ganken
70,arp,Mystic land
71,arp,W-light
72,arp,Free Ride
73,arp,Lust Heart
74,arp,Full Flight
75,arp,One World
76,arp,Filter Boy
77,arp,Crystal
78,arp,Jungle Love
79,arp,X-Piper
80,bts,Toke Set
81,bts,Punchy
82,bts,African
83,bts,DjembeAshiko
84,bts,World GM
85,bts,Indonese
86,bts,Bass/BBoo
87,bts,HiLife
88,bts,Celtic
89,bts,Jaw Harp
90,bts,World Perc
91,bts,Salsa
92,bts,Bazouki
93,bts,UduGhaTube
94,bts,Timbales
95,bts,Palm Drm
96,bts,Taikupe
97,bts,Electronic1
98,bts,JahMaica
99,bts,RndTheWorld1
100,bts,RndTheWorld2
101,bts,LatinBas+Prc
102,bts,RiverDance
103,bts,Discoteca
104,bts,Brazilian
105,bts,MarleyBob
106,bts,Electronic2
107,bts,NewDehli
108,bts,Asian
109,bts,SouthAmerica
110,bts,WorldParty
111,bts,RitualJam
112,bts,Celtic Song
113,bts,Vulcanu
114,bts,Lost Tribe
115,bts,Western Arab
116,bts,EarthKit 1
117,bts,EarthKit 2
118,bts,EarthKit 3
119,cmb,Earth Works
120,cmb,Whstl/Kalmba
121,cmb,Gadaran
122,cmb,Mutants
123,___,default
124,___,default
125,___,default
126,___,default
127,___,Earth V1.1
