0,syn,Vintage
1,epo,Classic EP
2,epo,CP Seventy
3,epo,Wurly
4,key,Clavinet
5,org,B-3 OvrDrive
6,epo,Mello Tines
7,vox,BigTronChoir
8,led,BeginAgain
9,bas,TaurusPedals
10,str,Tron Violins
11,brs,'99 Brass
12,syn,SEM
13,syn,Airscopix
14,syn,OB Glider
15,kit,Electra
16,syn,Analogic
17,epo,Dyno Vox
18,epo,CP Pad
19,org,Jazz Pro
20,key,Clav Flanger
21,org,Old Red Top
22,pad,Sentinels
23,vox,Light Aahs
24,syn,Back at U
25,bas,Mini Snap
26,cmb,Flute/String
27,brs,Thick Brass
28,syn,Synth Stack
29,syn,OB-Xa
30,brs,Tron Brass
31,kit,FusionMover
32,epo,Dyno Piano
33,epo,Chorus Dyno
34,epo,Lite Dyno
35,epo,Heavy Dyno
36,epo,StudioDyno1
37,epo,StudioDyno2
38,epo,DynoStcase
39,epo,DynoChorus
40,epo,Stereo EP
41,epo,DynoOdd
42,epo,Dyno Soft
43,epo,String EP
44,epo,MetalBars
45,epo,MetalBarsXfd
46,epo,EP Silver
47,epo,Canada
48,epo,Toyo
49,epo,MarshMello
50,epo,Mello EP1
51,epo,Mello EP2
52,epo,Mellow Pop
53,epo,OB Tine EP
54,epo,OB EP
55,epo,FM Tines
56,epo,FM SimpleEP
57,epo,FM Delicate
58,epo,FM Phase
59,epo,FM Flanger
60,epo,Dynamic FM
61,epo,Analog FM
62,epo,Wurlilayer
63,epo,Mama'sWurli
64,epo,Real CP
65,epo,ClassicCP
66,epo,CP 70
67,epo,CP Layer
68,epo,Vintage CP
69,epo,Rock CP
70,epo,Stage CP
71,epo,CP Light
72,epo,CP Tight
73,epo,CP Uptown
74,epo,Lullaby
75,epo,AOR Ballad
76,key,Clav 1
77,key,Clav 2
78,key,Clav 3
79,key,Clav1&2
80,key,StereoClav 2
81,key,Buzzy Clav
82,key,FunkMaster
83,key,PhaseClav
84,key,SynthClav
85,key,PhaseClav2
86,key,Phase Clav3
87,key,TwoClavs
88,key,ThinClav
89,key,Clavsichord
90,key,Monster Clav
91,key,AnaClav
92,key,Klav Mav
93,key,WakTclav
94,key,Clav Freak
95,key,Kloid's Jam
96,key,Clav Wah 1
97,key,Clav Wah 2
98,key,Clavicle
99,key,P5Hrpsichrd
100,key,Clavitzer
101,org,All Out
102,org,1st3 2ndPerc
103,org,1st3 3rdPerc
104,org,1st4 Vib
105,org,1st4Vib2Perc
106,org,1st4Vib3Perc
107,org,Six Out
108,org,Jazz'n Jimmy
109,org,1st3HiDrBr
110,org,1st3FullDist
111,org,1st4VFullDis
112,org,Pipe Organ
113,org,Far Away
114,org,Clicky
115,org,Comp
116,org,PortaVib
117,org,PortaVibSt
118,org,Shimmer
119,org,OBX Organ
120,org,PlasticOrg
121,org,MelloCombo
122,org,BrashCombo
123,org,ComboTrem
124,org,Dr. Please
125,org,Grindo
126,org,Smooth
127,org,Perc Three
